Edition,Sport,Discipline,Athlete,NOC,Gender,Event,Event_gender,Medal
1992,Rowing,Rowing,"GU, Xiaoli",China,Women,double sculls (2x),W,Bronze
1992,Rowing,Rowing,"LU, Huali",China,Women,double sculls (2x),W,Bronze
1992,Rowing,Rowing,"BORON, Kathrin",Germany,Women,double sculls (2x),W,Gold
1992,Rowing,Rowing,"K?PPEN, Kerstin",Germany,Women,double sculls (2x),W,Gold
1992,Rowing,Rowing,"COCHELEA, Veronica",Romania,Women,double sculls (2x),W,Silver
1992,Rowing,Rowing,"LIPA, Elisabeta",Romania,Women,double sculls (2x),W,Silver
1992,Rowing,Rowing,"BAAR, Roland",Germany,Men,eight with coxswain (8+),M,Bronze
1992,Rowing,Rowing,"EICHHOLZ, Armin",Germany,Men,eight with coxswain (8+),M,Bronze
1992,Rowing,Rowing,"KIRCHHOFF, Detlef",Germany,Men,eight with coxswain (8+),M,Bronze
1992,Rowing,Rowing,"KLEIN, Manfred Willi",Germany,Men,eight with coxswain (8+),M,Bronze
1992,Rowing,Rowing,"RABE, Bahne",Germany,Men,eight with coxswain (8+),M,Bronze
1992,Rowing,Rowing,"RICHTER, Frank Joerg",Germany,Men,eight with coxswain (8+),M,Bronze
1992,Rowing,Rowing,"SENNEWALD, Hans",Germany,Men,eight with coxswain (8+),M,Bronze
1992,Rowing,Rowing,"STREPPELHOFF, Thorsten",Germany,Men,eight with coxswain (8+),M,Bronze
1992,Rowing,Rowing,"WESSLING, Ansgar",Germany,Men,eight with coxswain (8+),M,Bronze
1992,Rowing,Rowing,"BARBER, Darren",Canada,Men,eight with coxswain (8+),M,Gold
1992,Rowing,Rowing,"CROSBY, Andrew",Canada,Men,eight with coxswain (8+),M,Gold
1992,Rowing,Rowing,"FORGERON, Michael Joseph",Canada,Men,eight with coxswain (8+),M,Gold
1992,Rowing,Rowing,"MARLAND, Robert Davies",Canada,Men,eight with coxswain (8+),M,Gold
1992,Rowing,Rowing,"PAUL, Terence Michael",Canada,Men,eight with coxswain (8+),M,Gold
1992,Rowing,Rowing,"PORTER, Derek",Canada,Men,eight with coxswain (8+),M,Gold
1992,Rowing,Rowing,"RASCHER, Michael G.",Canada,Men,eight with coxswain (8+),M,Gold
1992,Rowing,Rowing,"ROBERTSON, Bruce",Canada,Men,eight with coxswain (8+),M,Gold
1992,Rowing,Rowing,"WALLACE, John William",Canada,Men,eight with coxswain (8+),M,Gold
1992,Rowing,Rowing,"DOBRE, Danut",Romania,Men,eight with coxswain (8+),M,Silver
1992,Rowing,Rowing,"GHEORGHE, Marin",Romania,Men,eight with coxswain (8+),M,Silver
1992,Rowing,Rowing,"MARIN, Claudiu Gabriel",Romania,Men,eight with coxswain (8+),M,Silver
1992,Rowing,Rowing,"MASTACAN, Vasile Ionel",Romania,Men,eight with coxswain (8+),M,Silver
1992,Rowing,Rowing,"NASTASE, Vasile Dorel",Romania,Men,eight with coxswain (8+),M,Silver
1992,Rowing,Rowing,"ROBU, Valentin",Romania,Men,eight with coxswain (8+),M,Silver
1992,Rowing,Rowing,"RUICAN, Iulica",Romania,Men,eight with coxswain (8+),M,Silver
1992,Rowing,Rowing,"TALAPAN, Viorel",Romania,Men,eight with coxswain (8+),M,Silver
1992,Rowing,Rowing,"VIZITIU, Ioan Iulian",Romania,Men,eight with coxswain (8+),M,Silver
1992,Rowing,Rowing,"D?RDELMANN, Sylvia",Germany,Women,eight with coxswain (8+),W,Bronze
1992,Rowing,Rowing,"HAACKER, Kathrin",Germany,Women,eight with coxswain (8+),W,Bronze
1992,Rowing,Rowing,"HARZENDORF, Christiane",Germany,Women,eight with coxswain (8+),W,Bronze
1992,Rowing,Rowing,"NEUNAST, Daniela",Germany,Women,eight with coxswain (8+),W,Bronze
1992,Rowing,Rowing,"PETERSMANN, Cerstin",Germany,Women,eight with coxswain (8+),W,Bronze
1992,Rowing,Rowing,"PYRITZ, Dana",Germany,Women,eight with coxswain (8+),W,Bronze
1992,Rowing,Rowing,"SCHELL, Ute",Germany,Women,eight with coxswain (8+),W,Bronze
1992,Rowing,Rowing,"STRAUCH, Annegret",Germany,Women,eight with coxswain (8+),W,Bronze
1992,Rowing,Rowing,"ZEIDLER, Judith",Germany,Women,eight with coxswain (8+),W,Bronze
1992,Rowing,Rowing,"BARNES, Jennifer Kirsten",Canada,Women,eight with coxswain (8+),W,Gold
1992,Rowing,Rowing,"CRAWFORD, Shannon",Canada,Women,eight with coxswain (8+),W,Gold
1992,Rowing,Rowing,"DELEHANTY, Megan Catherine",Canada,Women,eight with coxswain (8+),W,Gold
1992,Rowing,Rowing,"HEDDLE, Kathleen",Canada,Women,eight with coxswain (8+),W,Gold
1992,Rowing,Rowing,"MCBEAN, Marnie Elizabeth",Canada,Women,eight with coxswain (8+),W,Gold
1992,Rowing,Rowing,"MONROE, Jessica",Canada,Women,eight with coxswain (8+),W,Gold
1992,Rowing,Rowing,"TAYLOR, Brenda Susan",Canada,Women,eight with coxswain (8+),W,Gold
1992,Rowing,Rowing,"THOMPSON, Lesley Allison",Canada,Women,eight with coxswain (8+),W,Gold
1992,Rowing,Rowing,"WORTHINGTON, Kay Frances",Canada,Women,eight with coxswain (8+),W,Gold
1992,Rowing,Rowing,"BAZON, Adriana",Romania,Women,eight with coxswain (8+),W,Silver
1992,Rowing,Rowing,"BULIE, Iulia",Romania,Women,eight with coxswain (8+),W,Silver
1992,Rowing,Rowing,"GEORGESCU, Elena",Romania,Women,eight with coxswain (8+),W,Silver
1992,Rowing,Rowing,"LEPADATU, Victoria",Romania,Women,eight with coxswain (8+),W,Silver
1992,Rowing,Rowing,"NECULAI, Viorica",Romania,Women,eight with coxswain (8+),W,Silver
1992,Rowing,Rowing,"OLTEANU, Ioana",Romania,Women,eight with coxswain (8+),W,Silver
1992,Rowing,Rowing,"PADURARIU, Maria",Romania,Women,eight with coxswain (8+),W,Silver
1992,Rowing,Rowing,"ROBU, Doina",Romania,Women,eight with coxswain (8+),W,Silver
1992,Rowing,Rowing,"SNEP, Doina Liliana",Romania,Women,eight with coxswain (8+),W,Silver
1992,Rowing,Rowing,"JANSA, Milan",Slovenia,Men,four without coxswain (4-),M,Bronze
1992,Rowing,Rowing,"KLEMENCIC, Janez",Slovenia,Men,four without coxswain (4-),M,Bronze
1992,Rowing,Rowing,"MIRJANIC, Saso",Slovenia,Men,four without coxswain (4-),M,Bronze
1992,Rowing,Rowing,"MUJKIC, Sadik",Slovenia,Men,four without coxswain (4-),M,Bronze
1992,Rowing,Rowing,"COOPER, Andrew",Australia,Men,four without coxswain (4-),M,Gold
1992,Rowing,Rowing,"GREEN, Nicholas",Australia,Men,four without coxswain (4-),M,Gold
1992,Rowing,Rowing,"MCKAY, Mike",Australia,Men,four without coxswain (4-),M,Gold
1992,Rowing,Rowing,"TOMKINS, James",Australia,Men,four without coxswain (4-),M,Gold
1992,Rowing,Rowing,"BOHRER, Thomas Robert",United States,Men,four without coxswain (4-),M,Silver
1992,Rowing,Rowing,"BURDEN, William Douglas",United States,Men,four without coxswain (4-),M,Silver
1992,Rowing,Rowing,"MANNING, Patrick Francis Jr.",United States,Men,four without coxswain (4-),M,Silver
1992,Rowing,Rowing,"MCLAUGHLIN, Jeffrey Dean",United States,Men,four without coxswain (4-),M,Silver
1992,Rowing,Rowing,"CIESLAK, Michal",Poland,Men,four-oared shell with coxswain (4-),M,Bronze
1992,Rowing,Rowing,"JANKOWSKI, Wojciech",Poland,Men,four-oared shell with coxswain (4-),M,Bronze
1992,Rowing,Rowing,"LASICKI, Maciej",Poland,Men,four-oared shell with coxswain (4-),M,Bronze
1992,Rowing,Rowing,"STREICH, Jacek",Poland,Men,four-oared shell with coxswain (4-),M,Bronze
1992,Rowing,Rowing,"TOMIAK, Tomasz",Poland,Men,four-oared shell with coxswain (4-),M,Bronze
1992,Rowing,Rowing,"POPESCU, Dimitrie",Romania,Men,four-oared shell with coxswain (4-),M,Gold
1992,Rowing,Rowing,"RADUCANU, Dumitru",Romania,Men,four-oared shell with coxswain (4-),M,Gold
1992,Rowing,Rowing,"RUICAN, Iulica",Romania,Men,four-oared shell with coxswain (4-),M,Gold
1992,Rowing,Rowing,"TAGA, Nicolaie",Romania,Men,four-oared shell with coxswain (4-),M,Gold
1992,Rowing,Rowing,"TALAPAN, Viorel",Romania,Men,four-oared shell with coxswain (4-),M,Gold
1992,Rowing,Rowing,"BRUDEL, Ralf",Germany,Men,four-oared shell with coxswain (4-),M,Silver
1992,Rowing,Rowing,"FINGER, Karsten",Germany,Men,four-oared shell with coxswain (4-),M,Silver
1992,Rowing,Rowing,"KELLNER, Uwe J?rg",Germany,Men,four-oared shell with coxswain (4-),M,Silver
1992,Rowing,Rowing,"PETERS, Thoralf",Germany,Men,four-oared shell with coxswain (4-),M,Silver
1992,Rowing,Rowing,"REIHER, Hendrik",Germany,Men,four-oared shell with coxswain (4-),M,Silver
1992,Rowing,Rowing,"MAXWELL PIERSON, Stephanie",United States,Women,pair without coxswain (2-),W,Bronze
1992,Rowing,Rowing,"SEATON, Anna B.",United States,Women,pair without coxswain (2-),W,Bronze
1992,Rowing,Rowing,"HEDDLE, Kathleen",Canada,Women,pair without coxswain (2-),W,Gold
1992,Rowing,Rowing,"MCBEAN, Marnie Elizabeth",Canada,Women,pair without coxswain (2-),W,Gold
1992,Rowing,Rowing,"SCHWERZMANN, Ingeburg",Germany,Women,pair without coxswain (2-),W,Silver
1992,Rowing,Rowing,"WERREMEIER, Stefani",Germany,Women,pair without coxswain (2-),W,Silver
1992,Rowing,Rowing,"POPESCU, Dimitrie",Romania,Men,pair-oared shell with coxswain (2+),M,Bronze
1992,Rowing,Rowing,"RADUCANU, Dumitru",Romania,Men,pair-oared shell with coxswain (2+),M,Bronze
1992,Rowing,Rowing,"TAGA, Nicolaie",Romania,Men,pair-oared shell with coxswain (2+),M,Bronze
1992,Rowing,Rowing,"HERBERT, Garry Gerard Paul",United Kingdom,Men,pair-oared shell with coxswain (2+),M,Gold
1992,Rowing,Rowing,"SEARLE, Gregory Mark Pascol",United Kingdom,Men,pair-oared shell with coxswain (2+),M,Gold
1992,Rowing,Rowing,"SEARLE, Jonathan William",United Kingdom,Men,pair-oared shell with coxswain (2+),M,Gold
1992,Rowing,Rowing,"ABBAGNALE, Carmine",Italy,Men,pair-oared shell with coxswain (2+),M,Silver
1992,Rowing,Rowing,"ABBAGNALE, Giuseppe",Italy,Men,pair-oared shell with coxswain (2+),M,Silver
1992,Rowing,Rowing,"DI CAPUA, Giuseppe",Italy,Men,pair-oared shell with coxswain (2+),M,Silver
1992,Rowing,Rowing,"CORONA, Alessandro",Italy,Men,quadruple sculls without coxswain (4x),M,Bronze
1992,Rowing,Rowing,"FARINA, Gianluca",Italy,Men,quadruple sculls without coxswain (4x),M,Bronze
1992,Rowing,Rowing,"GALTAROSSA, Rossano",Italy,Men,quadruple sculls without coxswain (4x),M,Bronze
1992,Rowing,Rowing,"SOFFICI, Filippo",Italy,Men,quadruple sculls without coxswain (4x),M,Bronze
1992,Rowing,Rowing,"HAJEK, Andreas",Germany,Men,quadruple sculls without coxswain (4x),M,Gold
1992,Rowing,Rowing,"STEINBACH, Michael",Germany,Men,quadruple sculls without coxswain (4x),M,Gold
1992,Rowing,Rowing,"VOLKERT, Stephan",Germany,Men,quadruple sculls without coxswain (4x),M,Gold
1992,Rowing,Rowing,"WILLMS, Andre",Germany,Men,quadruple sculls without coxswain (4x),M,Gold
1992,Rowing,Rowing,"BJ?NNESS, Lars",Norway,Men,quadruple sculls without coxswain (4x),M,Silver
1992,Rowing,Rowing,"S?TERSDAL, Per Albert",Norway,Men,quadruple sculls without coxswain (4x),M,Silver
1992,Rowing,Rowing,"THORSEN, Rolf Bernt",Norway,Men,quadruple sculls without coxswain (4x),M,Silver
1992,Rowing,Rowing,"UNDSET, Kjetil",Norway,Men,quadruple sculls without coxswain (4x),M,Silver
1992,Rowing,Rowing,"M?LLER, Kerstin",Germany,Women,quadruple sculls without coxswain (4x),W,Gold
1992,Rowing,Rowing,"MUNDT, Kristina",Germany,Women,quadruple sculls without coxswain (4x),W,Gold
1992,Rowing,Rowing,"PETER, Birgit",Germany,Women,quadruple sculls without coxswain (4x),W,Gold
1992,Rowing,Rowing,"SCHMIDT, Sybille",Germany,Women,quadruple sculls without coxswain (4x),W,Gold
1992,Rowing,Rowing,"BURCICA, Constanta",Romania,Women,quadruple sculls without coxswain (4x),W,Silver
1992,Rowing,Rowing,"COCHELEA, Veronica",Romania,Women,quadruple sculls without coxswain (4x),W,Silver
1992,Rowing,Rowing,"DOBRE, Anisoara",Romania,Women,quadruple sculls without coxswain (4x),W,Silver
1992,Rowing,Rowing,"IGNAT, Doina",Romania,Women,quadruple sculls without coxswain (4x),W,Silver
1992,Rowing,Rowing,"BRONIEWSKI, Kajetan",Poland,Men,single sculls (1x),M,Bronze
1992,Rowing,Rowing,"LANGE, Thomas",Germany,Men,single sculls (1x),M,Gold
1992,Rowing,Rowing,"CHALUPA, Vaclav",Czech Republic,Men,single sculls (1x),M,Silver
1992,Rowing,Rowing,"LAUMANN, Silken Suzette",Canada,Women,single sculls (1x),W,Bronze
1992,Rowing,Rowing,"LIPA, Elisabeta",Romania,Women,single sculls (1x),W,Gold
1992,Rowing,Rowing,"BREDAEL, Annelies",Belgium,Women,single sculls (1x),W,Silver
1992,Sailing,Sailing,"TONISTE, Tonu",Estonia,Men,470 - Two Person Dinghy,M,Bronze
1992,Sailing,Sailing,"TONISTE, Toomas",Estonia,Men,470 - Two Person Dinghy,M,Bronze
1992,Sailing,Sailing,"CALAFAT, Jordi",Spain,Men,470 - Two Person Dinghy,M,Gold
1992,Sailing,Sailing,"SANCHEZ LUNA, Francisco",Spain,Men,470 - Two Person Dinghy,M,Gold
1992,Sailing,Sailing,"BURNHAM, Kevin",United States,Men,470 - Two Person Dinghy,M,Silver
1992,Sailing,Sailing,"REESER, Morgan",United States,Men,470 - Two Person Dinghy,M,Silver
1992,Sailing,Sailing,"HEALY, Pamela",United States,Women,470 - Two Person Dinghy,W,Bronze
1992,Sailing,Sailing,"ISLER, Jennifer",United States,Women,470 - Two Person Dinghy,W,Bronze
1992,Sailing,Sailing,"GUERRA CABRERA, Patricia",Spain,Women,470 - Two Person Dinghy,W,Gold
1992,Sailing,Sailing,"ZABELL, Theresa",Spain,Women,470 - Two Person Dinghy,W,Gold
1992,Sailing,Sailing,"EGNOT, Leslie Jean",New Zealand,Women,470 - Two Person Dinghy,W,Silver
1992,Sailing,Sailing,"SHEARER, Janet Lee",New Zealand,Women,470 - Two Person Dinghy,W,Silver
1992,Sailing,Sailing,"KLEPPICH, Lars Detlef",Australia,Men,board (lechner),M,Bronze
1992,Sailing,Sailing,"DAVID, Franck",France,Men,board (lechner),M,Gold
1992,Sailing,Sailing,"GEBHARDT, Mike",United States,Men,board (lechner),M,Silver
1992,Sailing,Sailing,"DE VRIES, Dorien",Netherlands,Women,board (lechner),W,Bronze
1992,Sailing,Sailing,"KENDALL, Barbara",New Zealand,Women,board (lechner),W,Gold
1992,Sailing,Sailing,"ZHANG, Xiaodong",China,Women,board (lechner),W,Silver
1992,Sailing,Sailing,"CRUIKSHANK, Robert Gordon",United Kingdom,Men,fleet/match race keelboat open (Soling),X,Bronze
1992,Sailing,Sailing,"SMITH, Lawrie",United Kingdom,Men,fleet/match race keelboat open (Soling),X,Bronze
1992,Sailing,Sailing,"STEWART, Ossie",United Kingdom,Men,fleet/match race keelboat open (Soling),X,Bronze
1992,Sailing,Sailing,"BANK, Jesper",Denmark,Men,fleet/match race keelboat open (Soling),X,Gold
1992,Sailing,Sailing,"SECHER, Steen Klaaborg",Denmark,Men,fleet/match race keelboat open (Soling),X,Gold
1992,Sailing,Sailing,"SEIER, Jesper",Denmark,Men,fleet/match race keelboat open (Soling),X,Gold
1992,Sailing,Sailing,"BRADY, James",United States,Men,fleet/match race keelboat open (Soling),X,Silver
1992,Sailing,Sailing,"KERN, Douglas",United States,Men,fleet/match race keelboat open (Soling),X,Silver
1992,Sailing,Sailing,"MAHANEY, Kevin",United States,Men,fleet/match race keelboat open (Soling),X,Silver
1992,Sailing,Sailing,"BOJSEN MOLLER, Jorgen",Denmark,Men,flying dutchman,X,Bronze
1992,Sailing,Sailing,"BOJSEN-MOELLER, Jens",Denmark,Men,flying dutchman,X,Bronze
1992,Sailing,Sailing,"DORESTE, Luis",Spain,Men,flying dutchman,X,Gold
1992,Sailing,Sailing,"MANRIQUE, Domingo",Spain,Men,flying dutchman,X,Gold
1992,Sailing,Sailing,"BOURDOW, Stephen",United States,Men,flying dutchman,X,Silver
1992,Sailing,Sailing,"FOERSTER, Paul",United States,Men,flying dutchman,X,Silver
1992,Sailing,Sailing,"TROTMAN, Julia",United States,Women,single-handed dinghy (Europe),W,Bronze
1992,Sailing,Sailing,"ANDERSEN, Linda",Norway,Women,single-handed dinghy (Europe),W,Gold
1992,Sailing,Sailing,"VIA DUFRESNE, Natalia",Spain,Women,single-handed dinghy (Europe),W,Silver
1992,Sailing,Sailing,"MONK, Craig John",New Zealand,Men,single-handed dinghy (Finn),M,Bronze
1992,Sailing,Sailing,"VAN DER PLOEG, Jose",Spain,Men,single-handed dinghy (Finn),M,Gold
1992,Sailing,Sailing,"LEDBETTER, Brian Richard",United States,Men,single-handed dinghy (Finn),M,Silver
1992,Sailing,Sailing,"BOOTH, Mitch",Australia,Men,Tornado - Multihull,X,Bronze
1992,Sailing,Sailing,"FORBES, John",Australia,Men,Tornado - Multihull,X,Bronze
1992,Sailing,Sailing,"HENARD, Nicolas",France,Men,Tornado - Multihull,X,Gold
1992,Sailing,Sailing,"LODAY, Yves",France,Men,Tornado - Multihull,X,Gold
1992,Sailing,Sailing,"NOTARY, Keith",United States,Men,Tornado - Multihull,X,Silver
1992,Sailing,Sailing,"SMYTH, Randy",United States,Men,Tornado - Multihull,X,Silver
1992,Sailing,Sailing,"JESPERSEN, Eric Albert",Canada,Men,two-person keelboat open (Star),X,Bronze
1992,Sailing,Sailing,"MACDONALD, Ross David",Canada,Men,two-person keelboat open (Star),X,Bronze
1992,Sailing,Sailing,"HAENEL, Harold",United States,Men,two-person keelboat open (Star),X,Gold
1992,Sailing,Sailing,"REYNOLDS, Mark Jeffrey",United States,Men,two-person keelboat open (Star),X,Gold
1992,Sailing,Sailing,"COWIE, Donald John",New Zealand,Men,two-person keelboat open (Star),X,Silver
1992,Sailing,Sailing,"DAVIS, Roderick Hopkins",New Zealand,Men,two-person keelboat open (Star),X,Silver
1992,Shooting,Shooting,"GROZDEVA, Maria",Bulgaria,Women,10m air pistol (40 shots),W,Bronze
1992,Shooting,Shooting,"BABII, Sorin",Romania,Men,10m air pistol (60 shots),M,Bronze
1992,Shooting,Shooting,"WANG, Yifu",China,Men,10m air pistol (60 shots),M,Gold
1992,Shooting,Shooting,"YEO, Kab-Soon",South Korea,Women,10m air rifle (40 shots),W,Gold
1992,Shooting,Shooting,"LETCHEVA, Vessela Nikolaeva",Bulgaria,Women,10m air rifle (40 shots),W,Silver
1992,Shooting,Shooting,"RIEDERER, Johann",Germany,Men,10m air rifle (60 shots),M,Bronze
1992,Shooting,Shooting,"BADIOU, Franck",France,Men,10m air rifle (60 shots),M,Silver
1992,Shooting,Shooting,"MUNKHBAYAR, Dorzhsuren",Mongolia,Women,25m pistol (30+30 shots),W,Bronze
1992,Shooting,Shooting,"LI, Duihong",China,Women,25m pistol (30+30 shots),W,Silver
1992,Shooting,Shooting,"SCHUMANN, Ralf",Germany,Men,25m rapid fire pistol (60 shots),M,Gold
1992,Shooting,Shooting,"KUZMINS, Afanasijs",Latvia,Men,25m rapid fire pistol (60 shots),M,Silver
1992,Shooting,Shooting,"SKAN?KER, Ragnar",Sweden,Men,50m pistol (60 shots),M,Bronze
1992,Shooting,Shooting,"WANG, Yifu",China,Men,50m pistol (60 shots),M,Silver
1992,Shooting,Shooting,"KSIAZKIEWICZ, Malgorzata",Poland,Women,50m rifle 3 positions (3x20 shots),W,Bronze
1992,Shooting,Shooting,"MEILI, Launi Kay",United States,Women,50m rifle 3 positions (3x20 shots),W,Gold
1992,Shooting,Shooting,"MATOVA, Nonka Detcheva",Bulgaria,Women,50m rifle 3 positions (3x20 shots),W,Silver
1992,Shooting,Shooting,"KOBA, Ryohei",Japan,Men,50m rifle 3 positions (3x40 shots),M,Bronze
1992,Shooting,Shooting,"FOTH, Robert James",United States,Men,50m rifle 3 positions (3x40 shots),M,Silver
1992,Shooting,Shooting,"LEE, Eun-Chul",South Korea,Men,50m rifle prone (60 shots),M,Gold
1992,Shooting,Shooting,"STENVAAG, Harald",Norway,Men,50m rifle prone (60 shots),M,Silver
1992,Shooting,Shooting,"RACANSKY, Lubos",Czech Republic,Men,50m running target (30+30 shots),M,Bronze
1992,Shooting,Shooting,"JAKOSITS, Michael",Germany,Men,50m running target (30+30 shots),M,Gold
1992,Shooting,Shooting,"ROSSETTI, Bruno Mario",Italy,Men,skeet (125 targets),X,Bronze
1992,Shooting,Shooting,"GIHA, Juan Jorge Yarve Jr.",Peru,Men,skeet (125 targets),X,Silver
1992,Shooting,Shooting,"ZHANG, Shan",China,Women,skeet (125 targets),X,Gold
1992,Shooting,Shooting,"VENTURINI, Marco",Italy,Men,trap (125 targets),X,Bronze
1992,Shooting,Shooting,"HRDLICKA, Petr",Czech Republic,Men,trap (125 targets),X,Gold
1992,Shooting,Shooting,"WATANABE, Kazumi",Japan,Men,trap (125 targets),X,Silver
1992,Table Tennis,Table Tennis,"KANG, Hee Chan",South Korea,Men,doubles,M,Bronze
1992,Table Tennis,Table Tennis,"KIM, Taek Soo",South Korea,Men,doubles,M,Bronze
1992,Table Tennis,Table Tennis,"LEE, Chul Seung",South Korea,Men,doubles,M,Bronze
1992,Table Tennis,Table Tennis,"YOO, Nam-Kyu",South Korea,Men,doubles,M,Bronze
1992,Table Tennis,Table Tennis,"LU, Lin",China,Men,doubles,M,Gold
1992,Table Tennis,Table Tennis,"WANG, Tao",China,Men,doubles,M,Gold
1992,Table Tennis,Table Tennis,"FETZNER, Steffen",Germany,Men,doubles,M,Silver
1992,Table Tennis,Table Tennis,"ROSSKOPF, J?rg",Germany,Men,doubles,M,Silver
1992,Table Tennis,Table Tennis,"HONG, Cha Ok",South Korea,Women,doubles,W,Bronze
1992,Table Tennis,Table Tennis,"HYUN, Jung Hwa",South Korea,Women,doubles,W,Bronze
1992,Table Tennis,Table Tennis,"LI, Bun Hui",North Korea,Women,doubles,W,Bronze
1992,Table Tennis,Table Tennis,"YU, Sun Bok",North Korea,Women,doubles,W,Bronze
1992,Table Tennis,Table Tennis,"DENG, Yaping",China,Women,doubles,W,Gold
1992,Table Tennis,Table Tennis,"QIAO, Hong",China,Women,doubles,W,Gold
1992,Table Tennis,Table Tennis,"CHEN, Zihe",China,Women,doubles,W,Silver
1992,Table Tennis,Table Tennis,"GAO, Jun",China,Women,doubles,W,Silver
1992,Table Tennis,Table Tennis,"KIM, Taek Soo",South Korea,Men,singles,M,Bronze
1992,Table Tennis,Table Tennis,"MA, Wenge",China,Men,singles,M,Bronze
1992,Table Tennis,Table Tennis,"WALDNER, Jan-Ove",Sweden,Men,singles,M,Gold
1992,Table Tennis,Table Tennis,"GATIEN, Jean-Philippe",France,Men,singles,M,Silver
1992,Table Tennis,Table Tennis,"HYUN, Jung Hwa",South Korea,Women,singles,W,Bronze
1992,Table Tennis,Table Tennis,"LI, Bun Hui",North Korea,Women,singles,W,Bronze
1992,Table Tennis,Table Tennis,"DENG, Yaping",China,Women,singles,W,Gold
1992,Table Tennis,Table Tennis,"QIAO, Hong",China,Women,singles,W,Silver
1992,Tennis,Tennis,"FRANA, Javier",Argentina,Men,doubles,M,Bronze
1992,Tennis,Tennis,"IVANISEVIC, Goran",Croatia,Men,doubles,M,Bronze
1992,Tennis,Tennis,"MINIUSSI, Christian Carlos",Argentina,Men,doubles,M,Bronze
1992,Tennis,Tennis,"PRPIC, Goran",Croatia,Men,doubles,M,Bronze
1992,Tennis,Tennis,"BECKER, Boris Franz",Germany,Men,doubles,M,Gold
1992,Tennis,Tennis,"STICH, Michael",Germany,Men,doubles,M,Gold
1992,Tennis,Tennis,"FERREIRA, Wayne",South Africa,Men,doubles,M,Silver
1992,Tennis,Tennis,"NORVAL, Piet",South Africa,Men,doubles,M,Silver
1992,Tennis,Tennis,"BRADTKE, Nicole Anne Louise",Australia,Women,doubles,W,Bronze
1992,Tennis,Tennis,"MCQUILLAN, Rachel Jane",Australia,Women,doubles,W,Bronze
1992,Tennis,Tennis,"FERNANDEZ, Gigi",United States,Women,doubles,W,Gold
1992,Tennis,Tennis,"FERNANDEZ, Mary Joe",United States,Women,doubles,W,Gold
1992,Tennis,Tennis,"MARTINEZ, Conchita",Spain,Women,doubles,W,Silver
1992,Tennis,Tennis,"SANCHEZ-VICARIO, Arantxa",Spain,Women,doubles,W,Silver
1992,Tennis,Tennis,"IVANISEVIC, Goran",Croatia,Men,singles,M,Bronze
1992,Tennis,Tennis,"ROSSET, Marc",Switzerland,Men,singles,M,Gold
1992,Tennis,Tennis,"ARRESE, Jordi",Spain,Men,singles,M,Silver
1992,Tennis,Tennis,"FERNANDEZ, Mary Joe",United States,Women,singles,W,Bronze
1992,Tennis,Tennis,"SANCHEZ-VICARIO, Arantxa",Spain,Women,singles,W,Bronze
1992,Tennis,Tennis,"CAPRIATI, Jennifer",United States,Women,singles,W,Gold
1992,Tennis,Tennis,"GRAF, Steffi",Germany,Women,singles,W,Silver
1992,Volleyball,Volleyball,"BECKER, Nick Adrian",United States,Men,volleyball,M,Bronze
1992,Volleyball,Volleyball,"BRICENO, Carlos Martin",United States,Men,volleyball,M,Bronze
1992,Volleyball,Volleyball,"CTVRTLIK, Robert Jan",United States,Men,volleyball,M,Bronze
1992,Volleyball,Volleyball,"FORTUNE, Scott Thomas",United States,Men,volleyball,M,Bronze
1992,Volleyball,Volleyball,"GREENBAUM, Daniel Robert",United States,Men,volleyball,M,Bronze
1992,Volleyball,Volleyball,"HILLIARD, Brent William",United States,Men,volleyball,M,Bronze
1992,Volleyball,Volleyball,"IVIE, Bryan Eric",United States,Men,volleyball,M,Bronze
1992,Volleyball,Volleyball,"PARTIE, Robert Douglas",United States,Men,volleyball,M,Bronze
1992,Volleyball,Volleyball,"SAMUELSON, Robert Lewis",United States,Men,volleyball,M,Bronze
1992,Volleyball,Volleyball,"SATO, Eric",United States,Men,volleyball,M,Bronze
1992,Volleyball,Volleyball,"STORK, Jeffrey Malcolm",United States,Men,volleyball,M,Bronze
1992,Volleyball,Volleyball,"TIMMONS, Steve Dennis",United States,Men,volleyball,M,Bronze
1992,Volleyball,Volleyball,"BRITO, Jorge Edson",Brazil,Men,volleyball,M,Gold
1992,Volleyball,Volleyball,"CARVALHO, Janelson",Brazil,Men,volleyball,M,Gold
1992,Volleyball,Volleyball,"CHIAROTTI, Douglas",Brazil,Men,volleyball,M,Gold
1992,Volleyball,Volleyball,"FERREIRA, Andre Felippe",Brazil,Men,volleyball,M,Gold
1992,Volleyball,Volleyball,"GAVIO, Giovane",Brazil,Men,volleyball,M,Gold
1992,Volleyball,Volleyball,"GOUVEIA, Antonio Carlos",Brazil,Men,volleyball,M,Gold
1992,Volleyball,Volleyball,"LIMA, Mauricio",Brazil,Men,volleyball,M,Gold
1992,Volleyball,Volleyball,"NEGRAO, Marcelo",Brazil,Men,volleyball,M,Gold
1992,Volleyball,Volleyball,"OLIVEIRA, Talmo",Brazil,Men,volleyball,M,Gold
1992,Volleyball,Volleyball,"RIBEIRO, Amauri",Brazil,Men,volleyball,M,Gold
1992,Volleyball,Volleyball,"SAMUEL, Alexandre",Brazil,Men,volleyball,M,Gold
1992,Volleyball,Volleyball,"SILVA, Paulo Andre",Brazil,Men,volleyball,M,Gold
