Edition,Sport,Discipline,Athlete,NOC,Gender,Event,Event_gender,Medal
1900,Basque Pelota,Basque Pelota,ETCHEGARAY,France,Men,cesta punta,M,Silver
1900,Cricket,Cricket,"BEACHCROFT, Charles",United Kingdom,Men,cricket,M,Gold
1900,Cricket,Cricket,"BIRKETT, Arthur Ernest",United Kingdom,Men,cricket,M,Gold
1900,Cricket,Cricket,"BOWERMAN, Alfred James",United Kingdom,Men,cricket,M,Gold
1900,Cricket,Cricket,"BUCKLEY, George John",United Kingdom,Men,cricket,M,Gold
1900,Cricket,Cricket,"BURCHELL, Francis Romulus",United Kingdom,Men,cricket,M,Gold
1900,Cricket,Cricket,"CHRISTIAN, Frederick William",United Kingdom,Men,cricket,M,Gold
1900,Cricket,Cricket,"CORNER, Harry Richard",United Kingdom,Men,cricket,M,Gold
1900,Cricket,Cricket,"CUMING, Frederick Wlliam",United Kingdom,Men,cricket,M,Gold
1900,Cricket,Cricket,"DONNE, William Stephen",United Kingdom,Men,cricket,M,Gold
1900,Cricket,Cricket,"POWLESLAND, Alfred James",United Kingdom,Men,cricket,M,Gold
1900,Cricket,Cricket,"SYMES, John",United Kingdom,Men,cricket,M,Gold
1900,Cricket,Cricket,"TOLLER, Montagu Henry",United Kingdom,Men,cricket,M,Gold
1900,Cricket,Cricket,"ANDERSON, W.",France,Men,cricket,M,Silver
1900,Cricket,Cricket,"ATTRILL, W.T.",France,Men,cricket,M,Silver
1900,Cricket,Cricket,"BRAID, J.",France,Men,cricket,M,Silver
1900,Cricket,Cricket,"BROWNING, W.",France,Men,cricket,M,Silver
1900,Cricket,Cricket,"HORNE, R.",France,Men,cricket,M,Silver
1900,Cricket,Cricket,"JORDAN, T.H.",France,Men,cricket,M,Silver
1900,Cricket,Cricket,"MCEVOY, A.",France,Men,cricket,M,Silver
1900,Cricket,Cricket,"ROBINSON, D.",France,Men,cricket,M,Silver
1900,Cricket,Cricket,"ROQUES, F.",France,Men,cricket,M,Silver
1900,Cricket,Cricket,"SCHNEIDAU, A.J.",France,Men,cricket,M,Silver
1900,Cricket,Cricket,"TERRY, Henry John",France,Men,cricket,M,Silver
1900,Cricket,Cricket,"TOMALIN, P.H.",France,Men,cricket,M,Silver
1900,Croquet,Croquet,AUMOITTE,France,Men,double,M,Gold
1900,Croquet,Croquet,JOHIN,France,Men,double,M,Gold
1900,Croquet,Croquet,WAYDELICH,France,Men,individual 1 ball,M,Bronze
1900,Croquet,Croquet,AUMOITTE,France,Men,individual 1 ball,M,Gold
1900,Croquet,Croquet,JOHIN,France,Men,individual 1 ball,M,Silver
1900,Croquet,Croquet,SAUTREAU,France,Men,individual 2 balls,M,Bronze
1900,Croquet,Croquet,WAYDELICH,France,Men,individual 2 balls,M,Gold
1900,Croquet,Croquet,VIGNEROT,France,Men,individual 2 balls,M,Silver
1900,Cycling,Cycling Track,"DAUMAIN, .....",France,Men,25 kilometres,M,Bronze
1900,Cycling,Cycling Track,"BASTIEN, Louis",France,Men,25 kilometres,M,Gold
1900,Cycling,Cycling Track,"HILDEBRAND, Louis",France,Men,25 kilometres,M,Silver
1900,Cycling,Cycling Track,"LAKE, John Henry",United States,Men,Sprint indivual,M,Bronze
1900,Cycling,Cycling Track,"TAILLANDIER, Georges",France,Men,Sprint indivual,M,Gold
1900,Cycling,Cycling Track,"SANZ, Fernand",France,Men,Sprint indivual,M,Silver
1900,Equestrian,Jumping,"VAN DE POELE, Georges",Belgium,Men,high jump,X,Bronze
1900,Equestrian,Jumping,"GARDERES, Dominique Maximien",France,Men,high jump,X,Gold
1900,Equestrian,Jumping,"TRISSINO, Gian Giorgio",Italy,Men,high jump,X,Gold
1900,Equestrian,Jumping,"DE CHAMPSAVIN, Louis",France,Men,individual,X,Bronze
1900,Equestrian,Jumping,"HAEGEMAN, Aim?",Belgium,Men,individual,X,Gold
1900,Equestrian,Jumping,"VAN DE POELE, Georges",Belgium,Men,individual,X,Silver
1900,Equestrian,Jumping,DE BELLEGARDE,France,Men,long jump individual,X,Bronze
1900,Equestrian,Jumping,"VAN LANGHENDONCK, Constant",Belgium,Men,long jump individual,X,Gold
1900,Equestrian,Jumping,"TRISSINO, Gian Giorgio",Italy,Men,long jump individual,X,Silver
1900,Fencing,Fencing,"SEE, L?on",France,Men,?p?e individual,M,Bronze
1900,Fencing,Fencing,"FONST, Ramon",Cuba,Men,?p?e individual,M,Gold
1900,Fencing,Fencing,"PERREE, Louis",France,Men,?p?e individual,M,Silver
1900,Fencing,Fencing,"SEE, L?on",France,Men,"?p?e, amateurs and masters",M,Bronze
1900,Fencing,Fencing,"AYAT, Albert",France,Men,"?p?e, amateurs and masters",M,Gold
1900,Fencing,Fencing,"FONST, Ramon",Cuba,Men,"?p?e, amateurs and masters",M,Silver
1900,Fencing,Fencing,"LAURENT, Henri",France,Men,"?p?e, masters",M,Bronze
1900,Fencing,Fencing,"AYAT, Albert",France,Men,"?p?e, masters",M,Gold
1900,Fencing,Fencing,"BOUGNOL, Emile",France,Men,"?p?e, masters",M,Silver
1900,Fencing,Fencing,"BOULENGER, Marcel Jacques",France,Men,foil individual,M,Bronze
1900,Fencing,Fencing,"COSTE, Emile",France,Men,foil individual,M,Gold
1900,Fencing,Fencing,"MASSON, Henri",France,Men,foil individual,M,Silver
1900,Fencing,Fencing,"MIMIAGUE, Jean-Baptiste",France,Men,"foil, masters",M,Bronze
1900,Fencing,Fencing,"MERIGNAC, Lucien",France,Men,"foil, masters",M,Gold
1900,Fencing,Fencing,"KIRCHHOFFER, Alphonse",France,Men,"foil, masters",M,Silver
1900,Fencing,Fencing,"FLESCH, Siegfried",Austria,Men,sabre individual,M,Bronze
1900,Fencing,Fencing,"DE LA FALAISE, Georges",France,Men,sabre individual,M,Gold
1900,Fencing,Fencing,"THIEBAUT, L?on",France,Men,sabre individual,M,Silver
1900,Fencing,Fencing,"NERALIC, Milan",Austria,Men,"sabre, masters",M,Bronze
1900,Fencing,Fencing,"CONTE, Antonio",Italy,Men,"sabre, masters",M,Gold
1900,Fencing,Fencing,"SANTELLI, Italo",Italy,Men,"sabre, masters",M,Silver
1900,Football,Football,"DELBECQUE, Albert",Belgium,Men,football,M,Bronze
1900,Football,Football,"KELECOM, R.",Belgium,Men,football,M,Bronze
1900,Football,Football,"LEBOUTTE, Marcel",Belgium,Men,football,M,Bronze
1900,Football,Football,LONDOT,Belgium,Men,football,M,Bronze
1900,Football,Football,"MOREAU, Ernest",Belgium,Men,football,M,Bronze
1900,Football,Football,"NEEFS, E.",Belgium,Men,football,M,Bronze
1900,Football,Football,"PELGRIMS, Georges",Belgium,Men,football,M,Bronze
1900,Football,Football,"RENIER, Alphonse",Belgium,Men,football,M,Bronze
1900,Football,Football,"SPANNOGHE, E.",Belgium,Men,football,M,Bronze
1900,Football,Football,"THORNTON, Erich",Belgium,Men,football,M,Bronze
1900,Football,Football,VAN HEUCKELUM,Belgium,Men,football,M,Bronze
1900,Football,Football,"BUCKENHAM, Claude Percy",United Kingdom,Men,football,M,Gold
1900,Football,Football,"BURRIDGE, T.E.",United Kingdom,Men,football,M,Gold
1900,Football,Football,"CHALK, Alfred Ernest",United Kingdom,Men,football,M,Gold
1900,Football,Football,"GROSLING, William Sullivan",United Kingdom,Men,football,M,Gold
1900,Football,Football,"HASLAM, A.",United Kingdom,Men,football,M,Gold
1900,Football,Football,"JONES, J.H.",United Kingdom,Men,football,M,Gold
1900,Football,Football,"NICHOLAS, J.",United Kingdom,Men,football,M,Gold
1900,Football,Football,"QUASH, William Francis",United Kingdom,Men,football,M,Gold
1900,Football,Football,"SPACKMAN, F.G.",United Kingdom,Men,football,M,Gold
1900,Football,Football,"TURNER, R.R.",United Kingdom,Men,football,M,Gold
1900,Football,Football,"ZEALLEY, James Edward",United Kingdom,Men,football,M,Gold
1900,Football,Football,"ALLEMANE, Pierre",France,Men,football,M,Silver
1900,Football,Football,BACH,France,Men,football,M,Silver
1900,Football,Football,"BLOCH, Jean",France,Men,football,M,Silver
1900,Football,Football,"CANELLE, Fernand",France,Men,football,M,Silver
1900,Football,Football,DUPARC,France,Men,football,M,Silver
1900,Football,Football,FRAYSSE,France,Men,football,M,Silver
1900,Football,Football,GAILLARD,France,Men,football,M,Silver
1900,Football,Football,"GARNIER, Ren?",France,Men,football,M,Silver
1900,Football,Football,GRANDJEAN,France,Men,football,M,Silver
1900,Football,Football,HUTEAU,France,Men,football,M,Silver
1900,Football,Football,LAMBERT,France,Men,football,M,Silver
1900,Football,Football,MACAIRE,France,Men,football,M,Silver
1900,Football,Football,PELTIER,France,Men,football,M,Silver
1900,Golf,Golf,"ROBERTSON, David Donaldson",United Kingdom,Men,individual,M,Bronze
1900,Golf,Golf,"SANDS, Charles Edward",United States,Men,individual,M,Gold
1900,Golf,Golf,"RUTHERFORD, Walter",United Kingdom,Men,individual,M,Silver
1900,Golf,Golf,"PRATT, Daria",United States,Women,individual,W,Bronze
1900,Golf,Golf,"ABBOTT, Margaret Ives",United States,Women,individual,W,Gold
1900,Golf,Golf,"WHITTIER, Pauline",United States,Women,individual,W,Silver
1900,Gymnastics,Artistic G.,"DEMANET, Lucien",France,Men,individual all-round,M,Bronze
1900,Gymnastics,Artistic G.,"SANDRAS, Gustave",France,Men,individual all-round,M,Gold
1900,Gymnastics,Artistic G.,"BAS, No?l",France,Men,individual all-round,M,Silver
1900,Rowing,Rowing,"BRANDT, Francois Antoine",Netherlands,Men,eight with coxswain (8+),M,Bronze
1900,Rowing,Rowing,"BROCKMANN, Hermanus Gerardus",Netherlands,Men,eight with coxswain (8+),M,Bronze
1900,Rowing,Rowing,"KLEIN, Roelof",Netherlands,Men,eight with coxswain (8+),M,Bronze
1900,Rowing,Rowing,"LEEGSTRA, Ruud Gerbens",Netherlands,Men,eight with coxswain (8+),M,Bronze
1900,Rowing,Rowing,"MIDDELBERG, Walter",Netherlands,Men,eight with coxswain (8+),M,Bronze
1900,Rowing,Rowing,"OFFERHAUS, Hendrik Karel",Netherlands,Men,eight with coxswain (8+),M,Bronze
1900,Rowing,Rowing,"THIJSSEN, Walter",Netherlands,Men,eight with coxswain (8+),M,Bronze
1900,Rowing,Rowing,"TROMP, Henricus",Netherlands,Men,eight with coxswain (8+),M,Bronze
1900,Rowing,Rowing,"VAN DIJK, Johannes Wilhelmus Maria",Netherlands,Men,eight with coxswain (8+),M,Bronze
1900,Rowing,Rowing,"ABELL, Louis",United States,Men,eight with coxswain (8+),M,Gold
1900,Rowing,Rowing,"CARR, William",United States,Men,eight with coxswain (8+),M,Gold
1900,Rowing,Rowing,"DEBAECKE, Harry",United States,Men,eight with coxswain (8+),M,Gold
1900,Rowing,Rowing,"EXLEY, John",United States,Men,eight with coxswain (8+),M,Gold
1900,Rowing,Rowing,"GEIGER, John",United States,Men,eight with coxswain (8+),M,Gold
1900,Rowing,Rowing,"HEDLEY, Edward",United States,Men,eight with coxswain (8+),M,Gold
1900,Rowing,Rowing,"JUVENAL, James",United States,Men,eight with coxswain (8+),M,Gold
1900,Rowing,Rowing,"LOCKWOOD, Roscoe",United States,Men,eight with coxswain (8+),M,Gold
1900,Rowing,Rowing,"MARSH, Edward",United States,Men,eight with coxswain (8+),M,Gold
1900,Rowing,Rowing,"BRUGGEMAN, Prosp?re",Belgium,Men,eight with coxswain (8+),M,Silver
1900,Rowing,Rowing,"DE BISSCHOP, Jules",Belgium,Men,eight with coxswain (8+),M,Silver
1900,Rowing,Rowing,"DE COCK, Oscar",Belgium,Men,eight with coxswain (8+),M,Silver
1900,Rowing,Rowing,"DE SOMVILLE, Oscar Charles",Belgium,Men,eight with coxswain (8+),M,Silver
1900,Rowing,Rowing,"HEMELSOET, Maurice",Belgium,Men,eight with coxswain (8+),M,Silver
1900,Rowing,Rowing,"ODBERG, Frank",Belgium,Men,eight with coxswain (8+),M,Silver
1900,Rowing,Rowing,"VAN CROMBRUGGHE, Marcel Lucien",Belgium,Men,eight with coxswain (8+),M,Silver
1900,Rowing,Rowing,"VAN LANDEGHEM, Alfred",Belgium,Men,eight with coxswain (8+),M,Silver
1900,Rowing,Rowing,"VERDONCK, Maurice",Belgium,Men,eight with coxswain (8+),M,Silver
1900,Rowing,Rowing,"CARSTENS, Wilhelm",Germany,Men,four-oared shell with coxswain (4-),M,Bronze
1900,Rowing,Rowing,"FELLE, Ernst",Germany,Men,four-oared shell with coxswain (4-),M,Bronze
1900,Rowing,Rowing,"FICKEISEN, Otto",Germany,Men,four-oared shell with coxswain (4-),M,Bronze
1900,Rowing,Rowing,"K?RNER, Julius",Germany,Men,four-oared shell with coxswain (4-),M,Bronze
1900,Rowing,Rowing,"KR?WERATH, Franz",Germany,Men,four-oared shell with coxswain (4-),M,Bronze
1900,Rowing,Rowing,"LEHLE, Carl",Germany,Men,four-oared shell with coxswain (4-),M,Bronze
1900,Rowing,Rowing,"M?LLER, Adolf",Germany,Men,four-oared shell with coxswain (4-),M,Bronze
1900,Rowing,Rowing,"MOTHS, Gustav Adolf",Germany,Men,four-oared shell with coxswain (4-),M,Bronze
1900,Rowing,Rowing,"R?STER, Hugo",Germany,Men,four-oared shell with coxswain (4-),M,Bronze
1900,Rowing,Rowing,"WILKER, Hermann",Germany,Men,four-oared shell with coxswain (4-),M,Bronze
1900,Rowing,Rowing,"BOUCKAERT, Henri",France,Men,four-oared shell with coxswain (4-),M,Gold
1900,Rowing,Rowing,"CAU, Jean",France,Men,four-oared shell with coxswain (4-),M,Gold
1900,Rowing,Rowing,CHARLOT,France,Men,four-oared shell with coxswain (4-),M,Gold
1900,Rowing,Rowing,"DELCHAMBRE, Emile",France,Men,four-oared shell with coxswain (4-),M,Gold
1900,Rowing,Rowing,"GOSSLER, Carl Heinrich",Germany,Men,four-oared shell with coxswain (4-),M,Gold
1900,Rowing,Rowing,"GOSSLER, Gustav Ludwig",Germany,Men,four-oared shell with coxswain (4-),M,Gold
1900,Rowing,Rowing,"GOSSLER, Oscar",Germany,Men,four-oared shell with coxswain (4-),M,Gold
1900,Rowing,Rowing,"HAZEBROUCK, Henri",France,Men,four-oared shell with coxswain (4-),M,Gold
1900,Rowing,Rowing,"KATZENSTEIN, Walther",Germany,Men,four-oared shell with coxswain (4-),M,Gold
1900,Rowing,Rowing,"TIETGENS, Waldemar",Germany,Men,four-oared shell with coxswain (4-),M,Gold
1900,Rowing,Rowing,"BROCKMANN, Hermanus Gerardus",Netherlands,Men,four-oared shell with coxswain (4-),M,Silver
1900,Rowing,Rowing,"HIEBENDAAI, Coenraad Christiaan",Netherlands,Men,four-oared shell with coxswain (4-),M,Silver
1900,Rowing,Rowing,"LOTSY, Gerhard Oswald",Netherlands,Men,four-oared shell with coxswain (4-),M,Silver
1900,Rowing,Rowing,"LOTSY, Paulus Jan",Netherlands,Men,four-oared shell with coxswain (4-),M,Silver
1900,Rowing,Rowing,"LUMPP, Georges",France,Men,four-oared shell with coxswain (4-),M,Silver
1900,Rowing,Rowing,"PERRIN, Charles",France,Men,four-oared shell with coxswain (4-),M,Silver
1900,Rowing,Rowing,"SOUBEYRAN, Daniel",France,Men,four-oared shell with coxswain (4-),M,Silver
1900,Rowing,Rowing,"TERWOGT, Johannes Hester Lambertus",Netherlands,Men,four-oared shell with coxswain (4-),M,Silver
1900,Rowing,Rowing,"WEGELIN, Emile",France,Men,four-oared shell with coxswain (4-),M,Silver
1900,Rowing,Rowing,"DELTOUR, Carlos",France,Men,pair-oared shell with coxswain (2+),M,Bronze
1900,Rowing,Rowing,"PAOLI, Raoul",France,Men,pair-oared shell with coxswain (2+),M,Bronze
1900,Rowing,Rowing,"VEDRENNE, Antoine Erneste",France,Men,pair-oared shell with coxswain (2+),M,Bronze
1900,Rowing,Rowing,"MARTINET, Louis",France,Men,pair-oared shell with coxswain (2+),M,Silver
1900,Rowing,Rowing,UNKNOWN COX / BARREUR INCONNU,France,Men,pair-oared shell with coxswain (2+),M,Silver
1900,Rowing,Rowing,WALEFF,France,Men,pair-oared shell with coxswain (2+),M,Silver
1900,Rowing,Rowing,"ASHE, Saint-George",United Kingdom,Men,single sculls (1x),M,Bronze
1900,Rowing,Rowing,"BARRELET, Henri",France,Men,single sculls (1x),M,Gold
1900,Rowing,Rowing,"GAUDIN, Andr?",France,Men,single sculls (1x),M,Silver
1900,Rugby,Rugby,"AITOFF, Vladimir",France,Men,rugby,M,Gold
1900,Rugby,Rugby,"ALBERT, A.",France,Men,rugby,M,Gold
1900,Rugby,Rugby,"BINOCHE, Jean, L??on",France,Men,rugby,M,Gold
1900,Rugby,Rugby,"COLLAS, Jean",France,Men,rugby,M,Gold
1900,Rugby,Rugby,"GAUTIER, Jean Guy",France,Men,rugby,M,Gold
1900,Rugby,Rugby,"GIROUX, Auguste",France,Men,rugby,M,Gold
1900,Rugby,Rugby,"GONDOUIN, Charles",France,Men,rugby,M,Gold
1900,Rugby,Rugby,"HENRIQUEZ DE ZUBIERRA, Constantin",France,Men,rugby,M,Gold
1900,Rugby,Rugby,"HERVE, Jean",France,Men,rugby,M,Gold
1900,Rugby,Rugby,"LARDANCHET, Victor",France,Men,rugby,M,Gold
1900,Rugby,Rugby,"LEFEBVRE, Hubert",France,Men,rugby,M,Gold
1900,Rugby,Rugby,"OLIVIER, Joseph",France,Men,rugby,M,Gold
1900,Rugby,Rugby,"PHARAMOND, Alexandre",France,Men,rugby,M,Gold
1900,Rugby,Rugby,"REICHEL, Frantz",France,Men,rugby,M,Gold
1900,Rugby,Rugby,"RISCHMANN, Andr?",France,Men,rugby,M,Gold
1900,Rugby,Rugby,"ROOSEVELT, Albert",France,Men,rugby,M,Gold
1900,Rugby,Rugby,"SARRADE, Emile",France,Men,rugby,M,Gold
1900,Rugby,Rugby,"AMRHEIN, Albert",Germany,Men,rugby,M,Silver
1900,Rugby,Rugby,"BAYLISS, F.C.",United Kingdom,Men,rugby,M,Silver
1900,Rugby,Rugby,"BETTING, Hugo",Germany,Men,rugby,M,Silver
1900,Rugby,Rugby,"BIRTLES, J.Henry",United Kingdom,Men,rugby,M,Silver
1900,Rugby,Rugby,"CAUTLON, J.",United Kingdom,Men,rugby,M,Silver
1900,Rugby,Rugby,"DARBY, Artur John",United Kingdom,Men,rugby,M,Silver
1900,Rugby,Rugby,"DEYKIN, C.P.",United Kingdom,Men,rugby,M,Silver
1900,Rugby,Rugby,"HERRMANN, Jacob",Germany,Men,rugby,M,Silver
1900,Rugby,Rugby,"HOFMEISTER, Willy",Germany,Men,rugby,M,Silver
1900,Rugby,Rugby,"HOOD, L.",United Kingdom,Men,rugby,M,Silver
1900,Rugby,Rugby,"KREUZER, Hermann",Germany,Men,rugby,M,Silver
1900,Rugby,Rugby,"LANDVOIGT, Arnold",Germany,Men,rugby,M,Silver
1900,Rugby,Rugby,"LATSCHA, Hans",Germany,Men,rugby,M,Silver
1900,Rugby,Rugby,"LOGAN, M.L.",United Kingdom,Men,rugby,M,Silver
1900,Rugby,Rugby,"LOVEITT, H.A.",United Kingdom,Men,rugby,M,Silver
1900,Rugby,Rugby,"LUDWIG, Erich",Germany,Men,rugby,M,Silver
1900,Rugby,Rugby,"LUDWIG, Richard",Germany,Men,rugby,M,Silver
1900,Rugby,Rugby,"M?LLER, Fritz",Germany,Men,rugby,M,Silver
1900,Rugby,Rugby,"NICOL, N.S.",United Kingdom,Men,rugby,M,Silver
1900,Rugby,Rugby,"POPPE, Eduard",Germany,Men,rugby,M,Silver
1900,Rugby,Rugby,"REITZ, Heinrich",Germany,Men,rugby,M,Silver
1900,Rugby,Rugby,"SCHMIERER, August",Germany,Men,rugby,M,Silver
1900,Rugby,Rugby,"SMITH, V.",United Kingdom,Men,rugby,M,Silver
1900,Rugby,Rugby,"STOCKHAUSEN, Adolf",Germany,Men,rugby,M,Silver
1900,Rugby,Rugby,"TALBOT, M.W.",United Kingdom,Men,rugby,M,Silver
1900,Rugby,Rugby,"WALLIS, J.G.",United Kingdom,Men,rugby,M,Silver
1900,Rugby,Rugby,"WENDEROTH, Georg",Germany,Men,rugby,M,Silver
1900,Rugby,Rugby,"WHITTINDALE, Claud",United Kingdom,Men,rugby,M,Silver
1900,Rugby,Rugby,"WHITTINDALE, Raymond",United Kingdom,Men,rugby,M,Silver
1900,Rugby,Rugby,"WILSON, Francis Henry",United Kingdom,Men,rugby,M,Silver
1900,Sailing,Sailing,"MICHELET, E.",France,Men,0.5-1t,X,Bronze
1900,Sailing,Sailing,"MICHELET, F.",France,Men,0.5-1t,X,Bronze
1900,Sailing,Sailing,"GRETTON, John H.",United Kingdom,Men,0.5-1t,X,Gold
1900,Sailing,Sailing,"HOPE, Linton",United Kingdom,Men,0.5-1t,X,Gold
1900,Sailing,Sailing,"LORD CURRIE, Lorne Campbell",United Kingdom,Men,0.5-1t,X,Gold
1900,Sailing,Sailing,"BAUDRIER, Jacques",France,Men,0.5-1t,X,Silver
1900,Sailing,Sailing,"LEBRET, Jean",France,Men,0.5-1t,X,Silver
1900,Sailing,Sailing,MARCOTTE,France,Men,0.5-1t,X,Silver
1900,Sailing,Sailing,"MARTIN, William",France,Men,0.5-1t,X,Silver
1900,Sailing,Sailing,VALTON,France,Men,0.5-1t,X,Silver
1900,Sailing,Sailing,"HORE, Edward",United Kingdom,Men,10-20t,X,Bronze
1900,Sailing,Sailing,"BILLARD, Emile",France,Men,10-20t,X,Gold
1900,Sailing,Sailing,"PERQUER, P.",France,Men,10-20t,X,Gold
1900,Sailing,Sailing,"LE DUC DECAZES, Jean",France,Men,10-20t,X,Silver
1900,Sailing,Sailing,"MACHENRY, M.",United States,Men,3-10t,X,Bronze
1900,Sailing,Sailing,"TAYLOR, Howard",United Kingdom,Men,3-10t,X,Gold
1900,Sailing,Sailing,"GUFFLET, Maurice",France,Men,3-10t,X,Silver
1900,Sailing,Sailing,"MICHELET, E.",France,Men,open class,X,Bronze
1900,Sailing,Sailing,"MICHELET, F.",France,Men,open class,X,Bronze
1900,Sailing,Sailing,"GRETTON, John H.",United Kingdom,Men,open class,X,Gold
1900,Sailing,Sailing,"HOPE, Linton",United Kingdom,Men,open class,X,Gold
1900,Sailing,Sailing,"LORD CURRIE, Lorne Campbell",United Kingdom,Men,open class,X,Gold
1900,Sailing,Sailing,"NAUE, Georg",Germany,Men,open class,X,Silver
1900,Sailing,Sailing,"PETERS, Heinrich",Germany,Men,open class,X,Silver
1900,Sailing,Sailing,"WEISE, Ottokar",Germany,Men,open class,X,Silver
1900,Sailing,Sailing,"WIESNER, Martin",Germany,Men,open class,X,Silver
1900,Shooting,Shooting,"BALME, Eug?ne",France,Men,25m rapid fire pistol (60 shots),M,Bronze
1900,Shooting,Shooting,"LARROUY, Maurice",France,Men,25m rapid fire pistol (60 shots),M,Gold
1900,Shooting,Shooting,"MOREAUX, L?on",France,Men,25m rapid fire pistol (60 shots),M,Silver
1900,Shooting,Shooting,"BOUWENS, Antonius",Netherlands,Men,"50m army pistol, team",M,Bronze
1900,Shooting,Shooting,"SILLEM, Henrik",Netherlands,Men,"50m army pistol, team",M,Bronze
1900,Shooting,Shooting,"SWEYS, Anthony Ahasuerus",Netherlands,Men,"50m army pistol, team",M,Bronze
1900,Shooting,Shooting,"VAN DEN BERGH, Solko Johannes",Netherlands,Men,"50m army pistol, team",M,Bronze
1900,Shooting,Shooting,"VAN HAAN, Gerardus",Netherlands,Men,"50m army pistol, team",M,Bronze
1900,Shooting,Shooting,"L?THI, Friedrich",Switzerland,Men,"50m army pistol, team",M,Gold
1900,Shooting,Shooting,"PROBST, Paul",Switzerland,Men,"50m army pistol, team",M,Gold
1900,Shooting,Shooting,"RICHARDET, Louis-Marc",Switzerland,Men,"50m army pistol, team",M,Gold
1900,Shooting,Shooting,"R?DERER, Karl Konrad",Switzerland,Men,"50m army pistol, team",M,Gold
1900,Shooting,Shooting,"ST?HELI, Konrad",Switzerland,Men,"50m army pistol, team",M,Gold
1900,Shooting,Shooting,"DUFFOY, Louis",France,Men,"50m army pistol, team",M,Silver
1900,Shooting,Shooting,"LECOQ, Maurice",France,Men,"50m army pistol, team",M,Silver
1900,Shooting,Shooting,"MOREAUX, L?on",France,Men,"50m army pistol, team",M,Silver
1900,Shooting,Shooting,"PAROCHE, Achille",France,Men,"50m army pistol, team",M,Silver
1900,Shooting,Shooting,TRINITE,France,Men,"50m army pistol, team",M,Silver
1900,Shooting,Shooting,"ST?HELI, Konrad",Switzerland,Men,50m pistol (60 shots),M,Bronze
1900,Shooting,Shooting,"R?DERER, Karl Konrad",Switzerland,Men,50m pistol (60 shots),M,Gold
1900,Shooting,Shooting,"PAROCHE, Achille",France,Men,50m pistol (60 shots),M,Silver
1900,Shooting,Shooting,"?STMO, Ole",Norway,Men,"army rifle, 300m, 3 positions",M,Bronze
